iter	RMSE
253	1083.044344
254	1081.808449
255	1081.765887
256	1081.000116
257	1079.846369
258	1079.258243
259	1078.799865
260	1077.610736
261	1076.606595
262	1076.432155
263	1076.39402
264	1075.343994
265	1074.670169
266	1074.634293
267	1074.093022
268	1073.610689
269	1073.149008
270	1072.382213
271	1072.276859
272	1072.211415
273	1071.120071
274	1070.354335
275	1069.4014
276	1068.846274
277	1068.051727
278	1067.083273
279	1066.024853
280	1065.299736
281	1064.70712
282	1064.221282
283	1063.594091
284	1062.787723
285	1062.616439
286	1060.837995
287	1060.147635
288	1059.693386
289	1059.271902
290	1058.58618
291	1058.085175
292	1057.67555
293	1057.186427
294	1057.132895
295	1056.924062
296	1056.599634
297	1055.729783
298	1055.699885
299	1054.844851
300	1054.550271
301	1053.447138
302	1052.409249
303	1052.062878
304	1051.638664
305	1051.113249
306	1050.919241
307	1050.853531
308	1050.053161
309	1049.248274
310	1049.012571
311	1048.848255
312	1048.732713
313	1047.72028
314	1046.825041
315	1046.305482
316	1045.236087
317	1044.598953
318	1043.872248
319	1043.383934
320	1042.736238
321	1042.654362
322	1041.648956
323	1041.4375
324	1041.131657
325	1040.698788
326	1039.586687
327	1039.314544
328	1038.795867
329	1038.059175
330	1037.480575
331	1037.454339
332	1036.622538
333	1036.301173
334	1036.08537
335	1035.88623
336	1035.221897
337	1035.158539
338	1034.937912
339	1034.91294
340	1034.263801
341	1034.201411
342	1033.645724
343	1033.471996
344	1033.364415
345	1033.337075
346	1032.59613
347	1032.307859
348	1031.769361
349	1031.426354
350	1030.691675
351	1030.193342
352	1029.740454
353	1028.8285
354	1028.807148
355	1028.705227
356	1028.267708
357	1027.166409
358	1026.439651
359	1025.932994
360	1025.780172
361	1025.026783
362	1024.482506
363	1024.182224
364	1023.569016
365	1023.390042
366	1023.038593
367	1022.928957
368	1022.000049
369	1021.704078
370	1021.200855
371	1020.81315
372	1020.616402
373	1019.914395
374	1019.194581
375	1019.109172
376	1018.629644
377	1018.289152
378	1017.628835
379	1017.579199
380	1016.961034
381	1016.773956
382	1016.369093
383	1016.133736
384	1016.050785
385	1015.456845
386	1015.408913
387	1014.837827
388	1014.413657
389	1014.302725
390	1013.841365
391	1013.279192
392	1013.115633
393	1012.308708
394	1011.603395
395	1010.872942
396	1010.619323
397	1009.966194
398	1009.943208
399	1009.329887
400	1008.818624
401	1008.355809
402	1007.24359
403	1006.29885
404	1005.711796
405	1004.967521
406	1004.33392
407	1003.85798
408	1003.367551
409	1002.887488
410	1002.582633
411	1002.043419
412	1001.556792
413	1001.503302
414	1001.428859
415	1000.805115
416	1000.578794
417	1000.482731
418	1000.012939
419	999.6666736
420	999.3157153
421	998.0195736
422	997.5337801
423	997.2071352
424	996.692711
425	996.2334046
426	995.3755889
427	994.7575105
428	994.3207208
429	994.0487884
430	993.2180527
431	993.1732963
432	992.8814088
433	992.0176806
434	991.4982934
435	991.1639257
436	990.7165995
437	990.1662825
438	989.4772947
439	988.7111791
440	988.4803674
441	988.431742
442	987.6654955
443	986.9942441
444	986.8517352
445	986.4375893
446	986.2321275
447	985.5824077
448	984.153958
449	983.5758428
450	983.0662614
451	982.4125843
452	982.2961945
453	982.0326228
454	981.9850264
455	981.5619317
456	981.1807383
457	980.5897002
458	980.2795604
459	979.4444736
460	979.0785467
461	978.6486229
462	978.2312143
463	977.8363788
464	977.6038192
465	977.2963824
466	977.0043165
467	976.5559802
468	976.3359864
469	975.9077229
470	975.435593
471	974.9595277
472	974.8577627
473	974.2941745
474	974.0322121
475	973.7029444
476	973.2942227
477	972.3817366
478	972.1193183
479	971.912304
480	971.6720414
481	971.528605
482	971.4239771
483	970.5575108
484	970.2766346
485	969.7280718
486	969.182736
487	968.0304178
488	967.5539119
489	967.0021744
490	966.4493374
491	966.1337021
492	965.9646064
493	965.7666632
494	965.3159597
495	964.591824
496	964.5678141
497	964.2406032
498	964.0829764
499	963.3395486
500	962.9336106
501	962.4599406
502	962.2460211
503	961.5088151
504	961.1009275
505	960.8120816
506	960.3936846
507	960.1763405
508	960.0443968
509	959.7943242
510	959.7745364
511	959.5831062
512	959.4382955
513	959.1143527
514	958.9151043
515	958.5608376
516	958.1596946
517	957.183966
518	956.6565061
519	956.311405
520	956.0997338
521	955.798258
522	955.5353216
523	954.9013333
524	954.4002107
525	953.941456
526	953.0742
527	952.8695649
528	952.552788
529	952.3628501
530	951.9612544
531	951.7074577
532	951.5065138
533	951.2217161
534	950.4874219
535	950.0170925
536	949.5022063
537	949.2299392
538	948.4655725
539	948.0833508
540	947.9514501
541	947.3834096
542	947.1297762
543	946.3940085
544	946.00792
545	945.2438554
546	945.1022045
547	944.8400889
548	944.7968606
549	944.5548956
550	944.2656062
551	943.9600054
552	943.5919522
553	943.478021
554	943.2471035
555	942.6583475
556	942.4022398
557	942.3621201
558	942.2781948
559	942.1122234
560	941.8459663
561	941.4257551
562	940.9262539
563	940.3607566
564	940.3133912
565	939.6306281
566	938.8062364
567	938.3117153
568	938.0415326
569	937.2480521
570	936.9366945
571	936.7062007
572	936.5526354
573	936.0753295
574	935.9182205
575	935.8311642
576	935.5109083
577	935.0810874
578	934.803777
579	934.4621711
580	934.3566898
581	934.2490901
582	933.4880517
583	932.9584883
584	932.8460065
585	932.6646782
586	932.1288199
587	931.6457419
588	931.5071956
589	931.2753627
590	931.1453503
591	930.3446427
592	929.8200952
593	929.6215862
594	929.1534098
595	928.9972746
596	928.6608908
597	928.4279804
598	928.2239159
599	927.8489267
600	927.5241534
601	927.3271369
602	926.8820813
603	926.1851352
604	925.9671362
605	925.7612709
606	925.1253899
607	924.757711
608	923.7264103
609	923.3722208
610	922.6822279
611	922.407376
612	922.110199
613	921.8196329
614	921.6349094
615	921.3797454
616	921.1841081
617	920.7751274
618	920.3115096
619	919.8072558
620	919.6039745
621	919.5042395
622	918.8824685
623	918.3916201
624	917.6945516
625	916.7079484
626	916.369878
627	915.5129153
628	915.3344279
629	915.1965796
630	914.9484439
631	914.6299506
632	914.2569781
633	913.9261799
634	913.6355436
635	913.4770553
636	912.5697883
637	911.8234914
638	911.3571024
639	911.0040315
640	910.5257177
641	910.124191
642	909.1474123
643	908.948581
644	908.8135997
645	908.5255214
646	907.9419148
647	907.7442166
648	906.9244905
649	906.4647205
650	906.0030682
651	905.7105617
652	905.0480572
653	904.9104904
654	904.8353511
655	904.5600881
656	904.4211633
657	904.1532554
658	903.9812585
659	903.9626136
660	903.7035352
661	902.7669146
662	902.3484348
663	902.1416563
664	901.7702135
665	901.3830861
666	901.1710711
667	900.9565115
668	900.3227726
669	900.0067991
670	899.2521353
671	899.0858662
672	898.5032826
673	898.0961497
674	897.8668098
675	897.5710358
676	897.4149236
677	897.1408222
678	896.6793331
679	896.4091769
680	896.1003901
681	895.8242709
682	895.5919461
683	895.1538535
684	894.7314967
685	894.5886943
686	894.3959838
687	894.1805392
688	893.9051419
689	893.2521812
690	892.7941976
691	892.6529254
692	892.6365921
693	891.8466672
694	891.4090349
695	891.357576
696	891.2566694
697	891.1639909
698	890.8329758
699	890.1368122
700	889.5388111
701	889.4006656
702	888.7499417
703	888.7013261
704	887.9950609
705	887.8033162
706	887.6809513
707	887.6418988
708	887.0195352
709	886.4939211
710	886.4814356
711	886.2403917
712	885.618376
713	885.5903986
714	885.3281148
715	884.9076948
716	884.7715155
717	884.381218
718	884.2080228
719	884.0109792
720	883.3593198
721	883.0818711
722	882.8472279
723	882.8336383
724	882.7133514
725	882.4907007
726	882.1617608
727	881.7032467
728	881.6468706
729	881.1680409
730	880.9830665
731	880.6495266
732	880.2738515
733	880.0793254
734	879.9005967
735	879.6084635
736	879.596082
737	879.4487046
738	878.7886873
739	878.1900827
740	877.8008551
741	877.1587097
742	876.9718561
743	876.866949
744	876.6906164
745	875.9549812
746	875.7133906
747	874.8945002
748	874.1230135
749	873.7291676
750	873.529297
751	872.9704568
752	872.6344585
753	872.0819722
754	871.8301795
755	871.5848436
756	871.3869756
757	871.2520769
758	871.0019742
759	870.9905591
760	870.4970718
761	869.9908547
762	869.8073498
763	869.2881558
764	868.6868564
765	867.9746491
766	867.5997999
767	866.8744382
768	866.6465467
769	866.6359162
770	866.3008838
771	865.6749834
772	865.1823032
773	864.9358704
774	864.6940765
775	864.539961
776	864.0984501
777	864.034571
778	862.9702058
779	862.5106702
780	862.0877588
781	861.9346006
782	861.7958927
783	861.6085997
784	861.2766124
785	861.1925307
786	861.0864291
787	860.3176524
788	859.9077636
789	859.6611517
790	859.4775096
791	859.0326525
792	858.8022568
793	858.3842573
794	858.3739368
795	858.0003582
796	857.7131099
797	857.448272
798	857.0750775
799	856.8395005
800	856.7424907
801	856.2640367
802	856.2304005
803	856.0913737
804	855.7837379
805	855.4689966
806	855.4257011
807	855.3110682
808	854.8617192
809	854.4075451
810	853.8606556
811	853.3393368
812	853.1704219
813	853.1582486
814	852.6220055
815	852.1342817
816	852.0075937
817	851.9338181
818	851.5478196
819	851.1622611
820	850.7123147
821	850.3166294
822	850.0386467
823	849.6205375
824	848.4933364
825	848.2315303
826	847.9640789
827	847.6069733
828	847.1866377
829	846.661595
830	846.6493135
831	846.4213529
832	846.0974102
833	845.7152589
834	845.6518528
835	845.4948963
836	845.0586498
837	844.9140075
838	844.8047019
839	844.7967623
840	844.4568702
841	844.1458421
842	843.3276751
843	842.915676
844	842.4785546
845	842.1278263
846	841.70497
847	841.4229185
848	840.7929424
849	840.6397064
850	840.3793892
851	839.6974926
852	839.5162047
853	839.3608248
854	839.1426988
855	838.7289714
856	838.6844867
857	838.201188
858	838.1089423
859	838.0434735
860	837.841405
861	837.5366727
862	837.5033827
863	837.2399743
864	837.1956354
865	837.1201811
866	836.8225458
867	836.4537589
868	835.9296874
869	835.7466931
870	835.4453909
871	835.3049692
872	835.1933423
873	834.9474
874	834.8357731
875	834.3312432
876	833.9209675
877	833.8944122
878	833.4815564
879	832.6581304
880	832.5302934
881	832.3579824
882	832.1410043
883	831.6611711
884	831.2003164
885	830.8118936
886	830.6360072
887	830.3196794
888	830.0930968
889	830.0551769
890	829.8430882
891	829.530283
892	829.2779433
893	829.0602546
894	828.7555952
895	828.5116873
896	828.1114766
897	828.0683751
898	827.7095549
899	827.2458563
900	826.9424952
901	826.7145084
902	826.3975181
903	826.0824456
904	825.9044947
905	825.3064238
906	825.0583501
907	824.5936246
908	824.5765601
909	824.3481937
910	824.2712603
911	824.1377079
912	823.8844221
913	823.7328592
914	823.7075489
915	823.6319298
916	823.4135719
917	823.1378752
918	823.0528042
919	822.860725
920	822.576176
921	822.2254031
922	821.9395266
923	821.8602717
924	821.8445131
925	821.709116
926	821.3228398
927	821.0846611
928	820.6580512
929	820.6203066
930	820.5039501
931	820.4358323
932	819.9910274
933	819.8579101
934	819.6885777
935	819.6670314
936	819.290033
937	819.1505256
938	819.0009703
939	818.6296438
940	818.1422511
941	818.0922193
942	817.863915
943	817.4258594
944	817.397319
945	817.2265131
946	816.920866
947	816.6217547
948	816.4205697
949	815.9332987
950	815.796896
951	815.4053563
952	814.6349955
953	814.1235393
954	814.0106119
955	813.8714142
956	813.5824045
957	813.3799094
958	813.1701705
959	812.7574701
960	812.459976
961	812.2696798
962	811.9962336
963	811.8777169
964	811.6361973
965	811.3614702
966	810.4714974
967	809.8947057
968	809.554697
969	809.5087638
970	809.1084483
971	808.8924805
972	808.5788476
973	808.2357429
974	808.0014591
975	807.8890744
976	807.0358281
977	806.830928
978	806.6518226
979	806.5828303
980	806.3314019
981	806.3088665
982	805.8862298
983	805.5292626
984	805.3453384
985	804.9736794
986	804.6081535
987	804.4820894
988	804.0244032
989	803.9289705
990	803.7290205
991	802.9641829
992	802.6859099
993	802.3592195
994	802.2119277
995	802.161804
996	802.0290715
997	801.8965276
998	801.5844719
999	801.203761
