city,title,rent_type,district,sub_district,community,area_sqm,bedrooms,living_rooms,bathrooms,orientation,floor_level,total_floors,tags,platform,update_time,price_rmb
上海,整租·曹杨四村(兰花园) 1室1厅 南,整租,普陀,曹杨,曹杨四村(兰花园),40.78,1,1,1,南,高,6,官方核验|自营|新上|押一付一|随时看房|首次出租,贝壳优选,今天维护,3969
上海,独栋·贝壳新青年公寓 南翔店 【长租优惠】别墅式一居室/带小院子/可做饭 1室1厅,独栋,,,,20.0,1,1,1,,,0,独栋公寓|月租|拎包入住|近地铁|精装|押一付一,贝壳新青年公寓,6天前维护,3250
上海,整租·长兴金茂逸墅 3室2厅 南/北,整租,崇明,长兴岛,长兴金茂逸墅,89.36,3,2,2,南 北,高,8,官方核验|精装|双卫生间|随时看房,链家,,5000
上海,整租·东滩花园 2室1厅 南/北,整租,崇明,陈家镇,东滩花园,92.11,2,1,1,南 北,中,4,官方核验,链家,2天前维护,1200
上海,整租·虹桥璀璨公馆 3室1厅 南,整租,青浦,徐泾,虹桥璀璨公馆,105.4,3,1,2,南,高,17,官方核验|精装|双卫生间,链家,,10500
上海,整租·华润虹桥润璟 3室2厅 南,整租,青浦,徐泾,华润虹桥润璟,96.0,3,2,2,南,低,6,官方核验|精装|双卫生间,链家,2天前维护,8500
上海,整租·牡丹路186弄 2室1厅 南,整租,浦东,花木,牡丹路186弄,66.34,2,1,1,南,中,6,官方核验|自营|新上|近地铁|精装|押一付一|随时看房|首次出租,贝壳优选,今天维护,6900
上海,整租·新塘桥生活广场 4室2厅 南,整租,浦东,塘桥,新塘桥生活广场,191.63,4,2,2,南,中,22,官方核验|近地铁|双卫生间|随时看房,链家,,16000
上海,整租·曹杨四村(兰花园) 1室1厅 南,整租,普陀,曹杨,曹杨四村(兰花园),40.78,1,1,1,南,高,6,官方核验|自营|新上|押一付一|随时看房|首次出租,贝壳优选,今天维护,3969
上海,独栋·COZI可遇 虹桥店 【携程专享员工福利】年签特价房，包物业网络，付1押1 1室1厅,独栋,,,,58.0,1,1,1,,,0,独栋公寓|月租|拎包入住|精装|有阳台|开放厨房|押一付一,COZI可遇,2个月前维护,5000-5680
上海,整租·中东小区 1室1厅 南,整租,长宁,新华路,中东小区,35.0,1,1,1,南,低,5,官方核验|自营|新上|精装|押一付一|随时看房|首次出租,贝壳优选,今天维护,4515
上海,独栋·中海海堂 国际服务公寓（上海） 【人气户型】豪华一室套房·品质生活优选·商圈环绕·近公园·近华东师范大学 1室1厅,独栋,,,,50.0,1,1,1,,,0,独栋公寓|月租|拎包入住|近地铁|精装|开放厨房|押一付一,中海海堂,1个月前维护,9200-9500
上海,整租·田林三四村 2室1厅 南,整租,徐汇,田林,田林三四村,48.13,2,1,1,南,高,6,官方核验|自营|新上|近地铁|押一付一|随时看房|首次出租,贝壳优选,今天维护,5000
上海,整租·和丰苑 1室1厅 南,整租,普陀,甘泉宜川,和丰苑,42.54,1,1,1,南,中,18,官方核验|近地铁|精装|随时看房,链家,1天前维护,5500
上海,整租·汇枫景苑 1室1厅 南,整租,宝山,上大,汇枫景苑,54.18,1,1,1,南,中,18,自营|新上|近地铁|精装|押一付一|随时看房|首次出租,贝壳优选,今天维护,3950
上海,独栋·城方公寓 虹桥璟智社区 虹桥商务区大一房/可办居住证/民用水电/可养宠物 1室1厅,独栋,,,,66.0,1,1,1,,,0,独栋公寓|精装|有阳台|开放厨房,城方公寓,1个月前维护,5246
上海,整租·美罗家园慧苑 2室2厅 南,整租,宝山,罗店,美罗家园慧苑,77.02,2,2,1,南,低,16,自营|新上|精装|押一付一|随时看房|首次出租,贝壳优选,今天维护,3200
上海,独栋·中海友里 上海金沙江路店 三房特惠 官方直租 民水民电 管家服务 近环球港 中山公园 3室2厅,独栋,,,,94.0,3,2,1,,,0,独栋公寓|近地铁|精装|有阳台|开放厨房|押一付一,中海友里,10天前维护,15000
上海,整租·欧九小区 2室1厅 南,整租,虹口,鲁迅公园,欧九小区,55.0,2,1,1,南,高,6,官方核验|自营|新上|近地铁|精装|押一付一|随时看房|首次出租,贝壳优选,今天维护,5200
上海,独栋·中海友里 上海金沙江路店 【留学生公寓】无服务费 租金月付 华师大华政步行即可到达 1室1厅,独栋,,,,31.0,1,1,1,,,0,独栋公寓|近地铁|精装|有阳台|押一付一,中海友里,10天前维护,6500
上海,整租·日晖二村 1室1厅 南,整租,徐汇,斜土路,日晖二村,40.9,1,1,1,南,低,5,官方核验|自营|新上|精装|押一付一|随时看房|首次出租,贝壳优选,今天维护,4500
上海,独栋·中海友里 上海金沙江路店 【普陀环球港限时短租】阳台一居室/独立厨卫/24H安保送/入户保洁 1室1厅,独栋,,,,31.0,1,1,1,,,0,独栋公寓|月租|近地铁|精装|有阳台|开放厨房|押一付一,中海友里,今天维护,5599
上海,整租·三门路510弄 1室1厅 南,整租,杨浦,五角场,三门路510弄,48.73,1,1,1,南,低,6,自营|新上|近地铁|押一付一|随时看房|首次出租,贝壳优选,今天维护,3780
上海,整租·通用国际 1室1厅 北,整租,嘉定,南翔,通用国际,33.83,1,1,1,北,高,6,精装,链家,,2900
上海,独栋·方隅服务公寓 上海杨思店 【前滩精装公寓】公寓直租 宠物友好 免费健身房台球厅篮球场 花园式一居公寓 1室1厅,独栋,,,,47.0,1,1,1,,,0,独栋公寓|月租|拎包入住|近地铁|精装|开放厨房|押一付一,方隅服务公寓,1天前维护,7380
上海,整租·邮航小区 1室1厅 南,整租,长宁,虹桥,邮航小区,27.55,1,1,1,南,低,5,自营|新上|精装|押一付一|随时看房|首次出租,贝壳优选,今天维护,4000
上海,整租·上海家天下花园 4室2厅 跃层 南/北,整租,松江,新桥,上海家天下花园,224.56,4,2,3,南 北,低,2,官方核验|精装,链家,1天前维护,13000
上海,独栋·方隅服务公寓 上海杨思店 【6/8号线地铁房】宠物友好 月付 免费篮球场健身房 1室1厅,独栋,,,,40.0,1,1,1,,,0,独栋公寓|月租|拎包入住|近地铁|精装|开放厨房|押一付一,方隅服务公寓,1天前维护,7390
上海,整租·西凌一村 1室0厅 北,整租,黄浦,蓬莱公园,西凌一村,27.95,1,0,1,北,中,7,自营|新上|押一付一|随时看房|首次出租,贝壳优选,今天维护,3800
上海,独栋·华润置地·有巢公寓 芦恒路店 【短租特价】近世博前滩/地铁站50米/免费健身房/一室一厅/直达人广/月付可开票 1室1厅,独栋,,,,48.0,1,1,1,,,0,独栋公寓|月租|近地铁|精装|开放厨房,华润置地·有巢公寓,11天前维护,4850
上海,整租·工农三村 1室1厅 南,整租,杨浦,中原,工农三村,48.55,1,1,1,南,高,6,官方核验|自营|新上|押一付一|随时看房|首次出租,贝壳优选,今天维护,3400
