city,title,rent_type,district,sub_district,community,area_sqm,bedrooms,living_rooms,bathrooms,orientation,floor_level,total_floors,tags,platform,update_time,price_rmb
厦门,独栋·青领寓 万达店 湖里万达广场国贸中心精装一房五缘湾观音山软件园二期弘爱医院 1室1厅,独栋,,,,45.0,1,1,1,,,0,独栋公寓|月租|精装|开放厨房|押一付一,青领寓,1个月前维护,1799
厦门,整租·首开领翔花郡 3室2厅 南/北,整租,翔安,新店,首开领翔花郡,126.0,3,2,2,南 北,高,6,精装|双卫生间|随时看房,,今天维护,2950
厦门,独栋·厦门思寓 龙山庭院 【毕业特惠季】地铁二号线 高性价比 采光通风佳 品牌公寓限时特惠 1室1厅,独栋,,,,25.0,1,1,1,,,0,独栋公寓|月租|精装|有阳台|开放厨房|押一付一,厦门思寓,14天前维护,1180
厦门,整租·源隆花园 1室0厅 南,整租,思明,思北,源隆花园,22.0,1,0,1,南,高,13,精装,,,1900
厦门,独栋·金圆·金融公寓 观音山店 精装轻奢三室一厅！近地铁/家具家电齐全/24h安保/私享花园/无中介费 3室1厅,独栋,,,,81.0,3,1,1,,,0,独栋公寓|近地铁|精装|有阳台|开放厨房,金圆·金融公寓,3个月前维护,5300
厦门,整租·浦口小区 2室1厅 南,整租,湖里,万达广场,浦口小区,70.0,2,1,1,南,高,6,近地铁|精装|随时看房,链家,2天前维护,3000
厦门,独栋·UONE优望公寓 一住公寓金桥店 可免押 民水民电 地铁口 体育中心中山医院滨北万象城旁 1室1厅,独栋,,,,25.0,1,1,1,,,0,新上|独栋公寓|月租|近地铁|精装|开放厨房|押一付一,UONE优望公寓,10天前维护,870-1199
厦门,整租·莲滨里 2室2厅 南/北,整租,思明,体育中心,莲滨里,78.0,2,2,1,南 北,中,8,精装|随时看房,,,3700
厦门,独栋·UONE优望公寓 一住公寓金桥店 可短租 民水民电 长租立减八百以上 市中心地铁口非串串精装公寓 1室1厅,独栋,,,,26.0,1,1,1,,,0,新上|独栋公寓|月租|近地铁|精装|开放厨房|押一付一,UONE优望公寓,10天前维护,1899
厦门,合租·万华中心 2居室 西北卧,合租,湖里,高新技术园,万华中心,45.0,2,2,2,西北,高,13,近地铁|押一付一|随时看房,,,2500
厦门,独栋·时代公寓 万象城店 无中介精装电梯带露台两房一厅 2室1厅,独栋,,,,70.0,2,1,1,,,0,独栋公寓|月租|拎包入住|近地铁|精装|有阳台|开放厨房|押一付一,时代公寓,2个月前维护,3800
厦门,合租·明丰财富中心 2居室 北卧,合租,思明,前埔,明丰财富中心,20.0,2,0,0,北,高,21,近地铁|随时看房,链家,,1800
厦门,独栋·纯海蓝公寓 后田里869号 近后田BRT，别墅型，独立大阳台，阳光超大单间 开间,独栋,,,,42.0,1,0,1,,,0,独栋公寓|月租|有阳台|开放厨房|押一付一,纯海蓝公寓,24天前维护,960
厦门,合租·禹洲香槟城 2居室 北卧,合租,湖里,枋湖,禹洲香槟城,30.0,2,0,1,北,高,15,,,4天前维护,600
厦门,独栋·青领寓 枋湖店 房东自租 枋湖花园 实惠loft  毕业季特惠 1室1厅,独栋,,,,30.0,1,1,1,,,0,独栋公寓|近地铁|精装|开放厨房|押一付一,青领寓,1个月前维护,950
厦门,整租·外清巷 1室0厅 西南,整租,思明,实验小学及周边,外清巷,30.0,1,0,1,西南,中,4,近地铁|随时看房,,,1400
厦门,整租·招商雍华府 3室2厅 南,整租,翔安,新店,招商雍华府,116.0,3,2,1,南,高,31,精装,,4天前维护,2600
厦门,整租·双狮山路 4室2厅 南,整租,湖里,东渡,双狮山路,180.0,4,2,2,南,高,7,精装|双卫生间,,,5000
厦门,整租·盈翠里8号 2室2厅 南/北,整租,思明,莲花一村,盈翠里8号,70.0,2,2,1,南 北,中,7,近地铁,,,4100
厦门,整租·禾山阳光公寓 1室1厅 南,整租,湖里,机场区,禾山阳光公寓,45.0,1,1,1,南,高,6,近地铁|精装,,,1850
厦门,合租·国贸汇景 8居室 南卧,合租,思明,前埔,国贸汇景,15.0,8,0,5,南,低,19,随时看房,,3天前维护,750
厦门,合租·官任豪庭二期 2居室 西南卧,合租,集美,集美新城,官任豪庭二期,45.0,2,2,2,西南,中,18,近地铁|随时看房,,3天前维护,2600
厦门,整租·磐金文化城 3室1厅 南/北,整租,同安,同安其它,磐金文化城,80.03,3,1,1,南 北,中,9,精装,,1天前维护,1300
